month,peak,gain,% gain
2011-12-01,72794.0,2550.0,3.6
2012-01-01,80089.0,7295.0,10.0
2012-02-01,79920.0,-169.0,-0.2
2012-03-01,79911.0,-9.0,0.0
2012-04-01,72325.0,-7586.0,-9.5
2012-05-01,62542.0,-9783.0,-13.5
2012-06-01,60301.0,-2241.0,-3.6
2012-07-01,54614.0,-5687.0,-9.4
2012-08-01,55321.0,707.0,1.3
2012-09-01,56053.0,732.0,1.3
2012-10-01,56957.0,904.0,1.6
2012-11-01,61189.0,4232.0,7.4
2012-12-01,65188.0,3999.0,6.5
2013-01-01,65100.0,-88.0,-0.1
2013-02-01,60780.0,-4320.0,-6.6
2013-03-01,49482.0,-11298.0,-18.6
2013-04-01,44392.0,-5090.0,-10.3
2013-05-01,36982.0,-7410.0,-16.7
2013-06-01,35490.0,-1492.0,-4.0
2013-07-01,34230.0,-1260.0,-3.6
2013-08-01,36983.0,2753.0,8.0
2013-09-01,37439.0,456.0,1.2
2013-10-01,39826.0,2387.0,6.4
2013-11-01,40743.0,917.0,2.3
2013-12-01,44491.0,3748.0,9.2
2014-01-01,44712.0,221.0,0.5
2014-02-01,41963.0,-2749.0,-6.1
2014-03-01,39619.0,-2344.0,-5.6
2014-04-01,35926.0,-3693.0,-9.3
2014-05-01,33969.0,-1957.0,-5.4
2014-06-01,31806.0,-2163.0,-6.4
2014-07-01,29564.0,-2242.0,-7.0
2014-08-01,30379.0,815.0,2.8
2014-09-01,31690.0,1311.0,4.3
2014-10-01,33495.0,1805.0,5.7
2014-11-01,36393.0,2898.0,8.7
2014-12-01,37018.0,625.0,1.7
2015-01-01,37107.0,89.0,0.2
2015-02-01,34271.0,-2836.0,-7.6
2015-03-01,30333.0,-3938.0,-11.5
2015-04-01,28286.0,-2047.0,-6.7
2015-05-01,26465.0,-1821.0,-6.4
2015-06-01,24200.0,-2265.0,-8.6
2015-07-01,23623.0,-577.0,-2.4
2015-08-01,22650.0,-973.0,-4.1
2015-09-01,23130.0,480.0,2.1
2015-10-01,24278.0,1148.0,5.0
2015-11-01,26133.0,1855.0,7.6
2015-12-01,27821.0,1688.0,6.5
2016-01-01,29670.0,1849.0,6.6
2016-02-01,29617.0,-53.0,-0.2
2016-03-01,28136.0,-1481.0,-5.0
2016-04-01,24994.0,-3142.0,-11.2
2016-05-01,22998.0,-1996.0,-8.0
2016-06-01,22585.0,-413.0,-1.8
2016-07-01,21136.0,-1449.0,-6.4
2016-08-01,21491.0,355.0,1.7
2016-09-01,21984.0,493.0,2.3
2016-10-01,23413.0,1429.0,6.5
2016-11-01,24792.0,1379.0,5.9
2016-12-01,26909.0,2117.0,8.5
2017-01-01,29543.0,2634.0,9.8
2017-02-01,28071.0,-1472.0,-5.0
2017-03-01,26504.0,-1567.0,-5.6
2017-04-01,22731.0,-3773.0,-14.2
2017-05-01,22099.0,-632.0,-2.8
2017-06-01,20312.0,-1787.0,-8.1
2017-07-01,20372.0,60.0,0.3
2017-08-01,18465.0,-1907.0,-9.4
2017-09-01,18755.0,290.0,1.6
2017-10-01,20891.0,2136.0,11.4
2017-11-01,24917.0,4026.0,19.3
2017-12-01,25817.0,900.0,3.6
2018-01-01,27622.0,1805.0,7.0
2018-02-01,26457.0,-1165.0,-4.2
2018-03-01,25896.0,-561.0,-2.1
2018-04-01,22707.0,-3189.0,-12.3
2018-05-01,18868.0,-3839.0,-16.9
2018-06-01,18856.0,-12.0,-0.1
2018-07-01,18327.0,-529.0,-2.8
2018-08-01,17136.0,-1191.0,-6.5
2018-09-01,17597.0,461.0,2.7
2018-10-01,18183.0,586.0,3.3
2018-11-01,20646.0,2463.0,13.5
2018-12-01,21865.0,1219.0,5.9
2019-01-01,23144.0,1279.0,5.8
2019-02-01,21470.0,-1674.0,-7.2
2019-03-01,19348.0,-2122.0,-9.9
2019-04-01,17386.0,-1962.0,-10.1
2019-05-01,16690.0,-696.0,-4.0
2019-06-01,15091.0,-1599.0,-9.6
2019-07-01,15371.0,280.0,1.9
2019-08-01,14971.0,-400.0,-2.6
2019-09-01,14731.0,-240.0,-1.6
2019-10-01,14937.0,206.0,1.4
2019-11-01,16895.0,1958.0,13.1
2019-12-01,18365.0,1470.0,8.7
2020-01-01,19141.0,776.0,4.2
2020-02-01,17762.0,-1379.0,-7.2
2020-03-01,30626.0,12864.0,72.4
2020-04-01,31930.0,1304.0,4.3
2020-05-01,29882.0,-2048.0,-6.4
2020-06-01,21059.0,-8823.0,-29.5
2020-07-01,18212.0,-2847.0,-13.5
2020-08-01,16560.0,-1652.0,-9.1
2020-09-01,16295.0,-265.0,-1.6
2020-10-01,18030.0,1735.0,10.6
2020-11-01,20916.0,2886.0,16.0
2020-12-01,22833.0,1917.0,9.2
2021-01-01,23903.0,1070.0,4.7
2021-02-01,21860.0,-2043.0,-8.5
2021-03-01,22393.0,533.0,2.4
2021-04-01,21698.0,-695.0,-3.1
2021-05-01,18140.0,-3558.0,-16.4
2021-06-01,16439.0,-1701.0,-9.4
2021-07-01,14998.0,-1441.0,-8.8
2021-08-01,14127.0,-871.0,-5.8
2021-09-01,14740.0,613.0,4.3
2021-10-01,15759.0,1019.0,6.9
2021-11-01,16406.0,647.0,4.1
2021-12-01,16648.0,242.0,1.5
2022-01-01,18530.0,1882.0,11.3
2022-02-01,18743.0,213.0,1.1
2022-03-01,16957.0,-1786.0,-9.5
2022-04-01,16696.0,-261.0,-1.5
2022-05-01,14212.0,-2484.0,-14.9
2022-06-01,13707.0,-505.0,-3.6
2022-07-01,14028.0,321.0,2.3
2022-08-01,13358.0,-670.0,-4.8
2022-09-01,13512.0,154.0,1.2
2022-10-01,13846.0,334.0,2.5
2022-11-01,16122.0,2276.0,16.4
2022-12-01,16250.0,128.0,0.8
2023-01-01,17171.0,921.0,5.7
2023-02-01,16364.0,-807.0,-4.7
2023-03-01,15835.0,-529.0,-3.2
2023-04-01,15526.0,-309.0,-2.0
2023-05-01,13619.0,-1907.0,-12.3
2023-06-01,13078.0,-541.0,-4.0
2023-07-01,13367.0,289.0,2.2
2023-08-01,12519.0,-848.0,-6.3
2023-09-01,13621.0,1102.0,8.8
2023-10-01,14241.0,620.0,4.6
2023-11-01,14498.0,257.0,1.8
2023-12-01,14646.0,148.0,1.0
2024-01-01,15678.0,1032.0,7.0
2024-02-01,15051.0,-627.0,-4.0
2024-03-01,16326.0,1275.0,8.5
2024-04-01,14510.0,-1816.0,-11.1
2024-05-01,15880.0,1370.0,9.4
2024-06-01,16640.0,760.0,4.8
2024-07-01,19364.0,2724.0,16.4
2024-08-01,15133.0,-4231.0,-21.8
2024-09-01,16734.0,1601.0,10.6
2024-10-01,16985.0,251.0,1.5
2024-11-01,17964.0,979.0,5.8
2024-12-01,19647.0,1683.0,9.4
2025-01-01,20746.0,1099.0,5.6
2025-02-01,19683.0,-1063.0,-5.1
2025-03-01,18635.0,-1048.0,-5.3
2025-04-01,18205.0,-430.0,-2.3
2025-05-01,15811.0,-2394.0,-13.2
2025-06-01,15730.0,-81.0,-0.5
2025-07-01,14626.0,-1104.0,-7.0
2025-08-01,12680.0,-1946.0,-13.3
