videoId,publishedAt,channelId,channelTitle,title,description,viewCount,likeCount,commentCount,favoriteCount,categoryId
6V4SopCz788,2005-08-24T21:47:51Z,UCnBwqFQ704XymlGDcZswqEQ,mingeeta,Black Hawk Down CTF Video 32 player online PS2,This is a video i made of Black Hawk down during a 32 player capture the flag game on a level called the watering hole.,50844,90,65,0,1
1aiV9CsTs3o,2005-08-10T14:05:30Z,UCy-ulbfvKQKLWI93s0KAOUg,2wicked,Damnation,all about the map damnation,19378,19,4,0,24
kccuPmOcq7g,2005-08-19T21:06:24Z,UCF9sTJLjna5OD308PP4lXSg,QuackJAG,A tribute to the A.I.s,"Just see it.

P.S.it gets better as it gos.",5109,59,17,0,24
tmqVrdIUJ9c,2005-08-03T22:16:18Z,UCLX807dT2M45i-Adk3y3HDQ,frobby1kanoby,XGC video,XGC Video,4274,57,13,0,24
9smbokQJIiw,2005-08-05T20:44:04Z,UCSw8MQFivNUOA-wjKvDFRrA,fatalrfi,Welcome To Our Arena -Trailor,"Preview of upcoming TeaM f@taL Movie ""Welcome to Our Arena""",2259,28,12,0,24
92omMglycBQ,2005-08-06T12:15:16Z,UCSw8MQFivNUOA-wjKvDFRrA,fatalrfi,.::rfi::.,My part.,1659,21,7,0,24
Ha6f4hZLBAg,2005-08-13T22:37:50Z,UCwFK-_V85lC0AQGVF9n_elQ,BHBigAL,Offline Quicky,my 1st video ofline park DM me against the rest,1064,9,6,0,24
WgqLr1v3Mh8,2005-08-10T12:11:16Z,UCy-ulbfvKQKLWI93s0KAOUg,2wicked,Chiron,All about the map,872,5,0,0,24
NbGobui0s3k,2005-08-09T23:49:05Z,UCy-ulbfvKQKLWI93s0KAOUg,2wicked,Ice Fields,All about the map ice fields,608,3,1,0,24
gPMg7YSz3Ts,2005-08-09T23:10:26Z,UCy-ulbfvKQKLWI93s0KAOUg,2wicked,Boarding Action,All about the map boarding action,581,2,3,0,24
IioX6iDA1CQ,2005-08-09T22:47:24Z,UCy-ulbfvKQKLWI93s0KAOUg,2wicked,Danger  Canyon,all about the map,575,5,2,0,24
ypy1QwNJnvk,2005-08-25T23:39:22Z,UCPSJGNTIybRuebROFgn1oQQ,Falz0441,TEAM EP,Blazing through F*** YEAH!,563,2,0,0,1
7zl0-31cfWI,2005-08-10T13:49:06Z,UCy-ulbfvKQKLWI93s0KAOUg,2wicked,Prisiner,all about the map prisiner,534,2,1,0,24
s-IzjVGww38,2005-08-22T02:48:44Z,UCAcZhsSYj6i3uZYCGbVBiRg,mulletarian,MULLETAGE,this is Chris Mo Fo Coles w/ his new updated montage.,505,5,1,0,1
-k-BlPlcAl0,2005-08-10T13:43:09Z,UCy-ulbfvKQKLWI93s0KAOUg,2wicked,Dierlect,all about the map dierlect,435,2,1,0,24
VM_6btEqHqw,2005-08-05T19:03:29Z,UCSw8MQFivNUOA-wjKvDFRrA,fatalrfi,rfintro,Intro,435,4,5,0,24
nKALZ-5TM2w,2005-09-11T20:18:41Z,UC3jy7NSs3cMfgLK-0PXtfGA,grievah,SRT | Grievah - FFA frags collection - Summer 2005,"Collection of FFA frags from Summer 2005, by SRT | Grievah.

See http://www.teamsrt.net for more videos.",12203,42,18,0,1
TvUZRCABRp8,2005-09-20T01:22:24Z,UCodfg4GGemnHjvLRCreSWKA,Daniel Spillere Andrade,Playing CS,"This guy was playing conter-strike, lost, got pissed.

website: http://www.ovelha.org/pasteler0",4525,36,13,0,24
k6TAfC4yv7I,2005-09-14T01:16:10Z,UCEuMAW7h8bXlpZpRksSGnFw,teamarena,Cyberia Game of the week 1,a incredible AWP play from Arena ' TNT,2666,19,4,0,24
ISM_JRPJWKI,2005-10-05T18:18:40Z,UCD2zE-C8TD1JDSNAiXxRdyw,JinRoh,Counter Struck,Counter-Struck tells the story of a gamer so obsessed with Counter-Strike that his distinction of what is real and what is not slowly fades away,59216,313,39,0,24
woOELzeDI2w,2005-10-21T03:46:32Z,UCF5cw2cC-bb3lml1V2bfDkw,Kunzile,Ruin Counter Strike,:],51228,296,101,0,24
1unCe4ZP7yg,2005-10-26T18:53:06Z,UCPtV0knr2veDXRNuhy8EoYQ,EverythingHalo,Chill Out: Into the Secret Room,"Have you ever wandered how to get into the secret room in Chill Out? Well, here's how to do it! Requires more than one player.",45070,72,28,0,24
KHPUYoXdu8U,2005-10-19T00:36:41Z,UC5PIQE5fk79cnYS4nJ5I80A,CS5n531,Preview,Cool little cs movie,23729,41,19,0,23
n7VU9bbwpQs,2005-10-31T11:26:48Z,UCc7mMQUwQ9ZCLzWvijkRZ5A,xRockLeex,Real Life Counter Strike in KFC,Play too much CS makes u move and act as if u are in the game...,19773,47,18,0,24
JjhNrDvl2fA,2005-10-05T03:23:12Z,UCb9qhB6bjxHTHaVl9Gcz0sQ,van8,on24 the movie,on24 the movie by hydro www.puppyjugglers.clanservers.com for the coolest server,11670,10,5,0,24
-ta0BJ5YSHo,2005-10-14T21:12:32Z,UC5PIQE5fk79cnYS4nJ5I80A,CS5n531,Pea-Pwn,"**I had to switch the music from the original to some shitty youtube audioswap shit because of a copyright infringement**

Pea shooter pwns noob",9410,54,22,0,23
1gG9aqP--0Y,2005-10-17T19:04:00Z,UCvcHkUf4-a_oFX6KweCtDfw,tylerdennis,Reload,my counter-strike moive,8843,38,12,0,24
YouBAq1T5P0,2005-10-19T02:45:59Z,UCXHQEQKOHRlyZqyMqEi9Qxg,breezer,short breezer movie,this is only a short cs movie of me owning in scrims and haveing fun while doing it,6963,16,11,0,1
rYIW75XuoiM,2005-10-19T09:42:48Z,UCFDZI5qc7Hde7dmNO6X8GYg,Ashjng,Cs_Assualt,Me PLaying CS Source,5255,158,32,0,24
I4K3mKV4JcY,2005-10-05T03:58:48Z,UCb9qhB6bjxHTHaVl9Gcz0sQ,van8,on24 Introduction,on24intro www.puppyjugglers.clanservers.com for the coolest server,4868,6,4,0,24
lqnP-BN6uR4,2005-10-28T07:53:49Z,UCFDZI5qc7Hde7dmNO6X8GYg,Ashjng,Fy_Iceworld,Grenade Asshole,4571,92,13,0,24
hauua7KFMo4,2005-10-20T00:04:30Z,UCXHQEQKOHRlyZqyMqEi9Qxg,breezer,Br3Ez3R Kid,short clip of him owning,3643,9,9,0,24
9hJcF7kIhFs,2005-10-09T16:21:47Z,UC5PIQE5fk79cnYS4nJ5I80A,CS5n531,Pwwn2,PpwnwnnN2,3227,27,7,0,24
hA1kMJwZ7e0,2005-10-21T20:47:33Z,UC_CPl_vZMH9faDEb9XPTuYg,Matthew Sviben,bunny,hipiity hop,1381,3,1,0,24
AbYAIFdLZmk,2005-10-18T15:14:06Z,UCwFK-_V85lC0AQGVF9n_elQ,BHBigAL,Big Al pistols,pistol on park,1226,1,2,0,24
4tS0yBi59UA,2005-10-18T00:15:13Z,UCpA8G2Bcqgq4qywmShHPOng,fraggles,DoDMontagePart2,DoD in all its glory!,908,3,2,0,24
UW9rK87TSZs,2005-10-16T00:38:18Z,UCTnJj9gttE5lC0pSbRYWgDw,TheCPB,TheCPB,css music video,802,2,1,0,24
BwM7aSoaJq0,2005-10-03T23:53:59Z,UCwFK-_V85lC0AQGVF9n_elQ,BHBigAL,CS WELCOME LOBBY,CS WELCOME LOBBY,781,6,2,0,24
VvcYDkPSu_4,2005-10-27T03:09:10Z,UC-skvW5WESVxLNXb8ln5dTQ,tehsilencerer,teh_silencerer v the world,"this is a video of teh_silencerer, owning.  Sad thing is it, majority of it was scripted.  Mainly done with [AEA] and some bots",778,23,16,0,24
SFw3p5phm_M,2005-11-10T18:39:25Z,UCqkdKJr9xVQ245MRsAHqZJA,heavenseeker,CS fun,This video is made my some unknown CS club,667734,2211,652,0,1
HvKpAWW-EJk,2005-11-29T15:10:09Z,UCWTOfvxRwNPS3N-IyrsNauA,Alberto López,Counter strike REAL,"Un video cojonudo en el que unos colgaos imitan una partida de CS, superdetallada!!",629910,3670,674,0,23
3sEEhssYqQo,2005-11-20T01:32:05Z,UCxOl-6BMIC87cUKgAPEZh5w,mazzles,CS:S Bloopers,"A video of me and my friend, Zendar, doing stupid things in CS:S",248231,1519,467,0,24
el1GL1Qwoew,2005-11-27T18:47:31Z,UCpZ3nDNgvW_nDjJHDLuOAjw,ne0dark,Counter Strike,Counter Strike,124528,92,69,0,24
lNW0ucyCvr0,2005-11-02T06:14:51Z,UC41BTUxOO0MV7JIUJnKdk8g,Wolfram Slave,Counter-Strike,Just another Counter Strike goof,38674,41,25,0,24
FFxp5RpbxHM,2005-11-24T06:59:45Z,UC-bcTQ0XFIdUXpn2_8fjLmg,ggk,DDR in Counter-Strike,DDR in Counter-Stike,17509,64,12,0,24
Y4qemDZ4XHw,2005-11-26T23:44:58Z,UCTbUjKumwlx_m3mHxD0esqg,JDHockey,Counter-Strike,A Counter-strike Parody,11201,11,7,0,24
BLytVmbt4CI,2005-11-18T22:46:24Z,UCfIGHeTLudu6TCYOlFw0oPQ,ltthereisnospoon,Counter Strike: Source Teh Pwner,me pwning n00bs...,11094,93,57,0,24
mAZfz4_eUjw,2005-11-04T11:05:56Z,UCiYy9R6hobG0KvHiosIWJKw,olan15,counter strike,trylang,9602,21,4,0,25
l5H8lm0gRgw,2005-11-27T06:16:05Z,UC8NrT2F5Tr042hJu1NZEtaA,stalion,Pubmasters 1,One of the best CS clans ever...,9235,7,2,0,26
nJrA_Q0xhhw,2005-11-26T08:08:03Z,UCt0QPZvxfVJvYBON6t2GAnQ,Ian Armstrong,ownage,levi's ownage,8924,32,11,0,24
ZLuZmct5tGU,2005-11-09T23:24:24Z,UCH7179LiZV9VmY9d_zk4WYQ,prf1989,TeamSC counter-strike video,"this is alittle game play footage of me play cs.
The song is a DMC song.",5276,17,9,0,24
eVZIUTtKN-c,2005-11-05T14:20:49Z,UC4MnrCZ5A16vq-ulK3f8cHQ,sandman,Counter Strike NoZoom,Nozooms :) One zoom afterall..,4843,9,10,0,24
u6Hzj2bufpg,2005-11-13T05:29:19Z,UCSadoLHV-ruPlVo1NA_-2oA,Wario,Odysseus vs Elite,The battle is on at Blood Gulch!,3858,6,4,0,24
eF-jVtAOVfQ,2005-11-25T06:08:39Z,UCqw7yticIomF248XTg152Gw,mortymorty,Day of Defeat,me kickin ass,3783,16,6,0,24
VwN1YmADLpA,2005-11-27T06:44:12Z,UCxy4qaD2TdP9Y-3awsTovFw,sinistersteve,Counter strike third legion,Its a ok Video,3552,14,3,0,24
28hQeFJc4TM,2005-11-11T01:34:12Z,UCB4Gt1NvKIqQyCLKD0Vmutw,anxiety99,cs fun remake,cs fun remake,3462,4,3,0,24
QyLgKbTSASs,2005-11-08T01:17:09Z,UCOyDJk5ulIex7UL4vcUfezQ,OptimalOps Videos,Short CS Movie by DeathBringeR,Just a short couple of clips to see if I could make a CS Movie. Made by DeathBringeR.,2159,5,10,0,24
7Ze7_ZDDd_Y,2005-11-15T03:36:02Z,UCfIGHeTLudu6TCYOlFw0oPQ,ltthereisnospoon,Office Revenge,A Counter Strike Source Revenge Story!,2091,4,5,0,24
GcDgyB6y128,2005-11-18T20:44:55Z,UCyWq9la1LN-DQoA3W8wvPIg,micka666,pleymo en frag,vidéo de moi entrain de play Cs 1.6 et Cz,1853,0,0,0,24
go5-B75mEjA,2005-11-03T18:24:11Z,UC2m9mdeQ1IQNB6Vp1iDPyPA,ReVeLaTi0n13,cs,games,1450,10,5,0,24
L6NXU7FwNB0,2005-11-10T00:51:07Z,UCYP1qh53_NUgYDs9LQX1INQ,illusive09,teamenforce,ownage,705,11,9,0,24
d4YOvt0QsAg,2005-11-25T11:48:40Z,UC1E-Bm9kL1L_MXwIYdCidjw,xMLGxnpw,Sparty16's Montage,It is a snipe fest.,327,8,1,0,24
r2lv2xNXjMs,2005-11-27T01:34:09Z,UCCAiv3HvHB0H-Gbn5KDy2wg,nikeny64,Nikeny64's Montage,nikeny64's montage,123,1,2,0,24
bDvQknD8hno,2005-12-02T01:37:43Z,UCL3uJ9kM2IxA8TWqWTboaPw,b17kurt,counter strike clip,counter strike clip,7947087,16669,6200,0,24
mxq2QbMg-H8,2005-12-05T04:15:20Z,UCD2zE-C8TD1JDSNAiXxRdyw,JinRoh,Counter Struck High Definition,"Counter-Struck tells the story of a gamer so obsessed with Counter-Strike that his distinction of what is real and what is not slowly fades away.

Chris shot this movie in a local warehouse in Minneapolis MN, for his final project in film class at MCAD. It took about 6 weeks from planning to completion; actual work time (writing, shooting, editing) was about 60-80 hours. It definitely shows, as it turned out simply amazing. This movie is clever and hillarious - definitely a must see.",1738773,8780,1393,0,24
N5UwgvaKUOM,2005-12-26T09:52:59Z,UCFDZI5qc7Hde7dmNO6X8GYg,Ashjng,CS Real Life,Its basically Counter-Strike portrayed in real life. Its a great video do watch it.,553329,3461,647,0,24
HeCd-7BqveA,2005-12-10T00:04:25Z,UCmKmOTAxgpzf0-qMSix8zoA,Elliot Falvert-Martin,X2 Counter Strike Source Gameplay Movie.,"This is my first movie on CS Source, Used a basic program ( Windows Movie Maker ), basically it's just  to show clan's what my level of play is. 

EDIT - 20th March 2010.

First time i've checked this and I lol'd at the comments. First of all I uploaded this when CSS was just a thing I did every now and then with the lads for shits and giggles. Yes I know it's public play and therefore not something a clan should judge too seriously. ( Fyi though this is what helped me get into my first clan, so did the job ). Have been playing CSS though since cs 1.0 casually but only in the last 2-3 years have I been playing competitvley. I use to write for gotfrag.com for the CAL-Euro season 1 ( ChiMeRa ) and have been in a multi tude of clans since this video ( SK187 for example some of the older players may know. ). Currently i've stopped playing games in general to take a break from it.

I'll answer a few questions i've got via comments/pm

Q:Where did you get the track from? 
A: Newgrounds Soundboard, Just remember to ask the owner of the track before using it.

Q: Which program to use if your making a video?
A: This was windows movie maker, very basic and to be honest i'd stick away from it and learn how to use more advanced ones like Adobe Premiere Pro CS4 or Sony Vegas. There are many tutorials out there on the basics. If you want some insane effects i'd also check out video co-pilot if i was you.

Q: What servers do you play on?
A: As i've said i've taken a break from the game, but Nemesis 20 Player Dust2 24/7 server is a great server. All levels of skills play there and you'll always have a laugh.

Video Co-Pilot - http://www.videocopilot.net/
Adobe Prem Pro - http://www.adobe.com/products/premiere/
Sony Vegas - http://www.sonycreativesoftware.com/vegaspro
Vid Tutorials - http://www.enemydown.co.uk/css-movie-making--by-deadcell-article117.php
Nem server IP - 94.23.159.50:27015


GotFrag Writer Archive - http://www.gotfrag.com/css/writers/521951/

When I do come back to CSS, I'll be going back to 5on5's & LAN events, I will no doubt make another movie in the future with far better effects, kills and most importantly no Public footage.",188020,265,194,0,24
LYj5B3kFih8,2005-12-18T00:07:59Z,UCahOqrl2VxV2krUPhi5V_5w,nixilicous,Counter-Strike Bomb Sight!,this is a counter-strike MOVIE! simple,86334,592,216,0,24
0Go3_VD9vDM,2005-12-16T22:05:59Z,UCwQH2chacnK6MhL0pnwnc2g,falcon2026,The Real Counter Strike,Counter Strike Awesome! must see!,28680,137,27,0,24
p82XxSP0h3g,2005-12-16T10:00:56Z,UCuV1Z5U3flG35cYXPHauKYA,AllenAames,GlitchGods,"A movie made by AllenAames 3 years ago the truth
about counter-strike glitching ""there is no spoon""
Contact AIM : AllenAames",25999,92,21,0,24
HMQKVwRs_nA,2005-12-03T18:50:39Z,UCerpxng3xAgwjtWE-gsmKjA,Echo10,Counter Strike,"This is my montage I made, I did it with bots on CZ, but atleast they were on hard, my internet wasnt working at the time.",23682,53,16,0,24
Rk4fz0yncCo,2005-12-07T06:12:35Z,UCAD35UL-81VWVto-g_6TlSg,852lilboi,CS DIE ANOTHER DAY (CRAZY SHIT),OMFG ANOTHER BY ME TIMMY =). Hope u ppl like it,21452,26,22,0,24
Ye5uUOih9R4,2005-12-19T06:34:32Z,UC28YD8JHR5i2e-bD67fnYMA,trixz,counter strike,3vs1 clutch,16663,26,9,0,20
6JdEONx9_Tg,2005-12-06T23:33:58Z,UCB2YISzssNEjBBp4Y42Xy8Q,polska1993,FPS DOUG,a CSS pro dies one time and goes crazy :),13235,32,8,0,24
ZwFFMUco8MM,2005-12-05T00:12:12Z,UCeD-14E6G7senBuM6GJ94Pg,jannny,legendary,"tearing it up, #upperhand #randomnation #chronox",13036,28,7,0,24
fCpdxQYtHgo,2005-12-10T07:44:51Z,UC6eT3XM3jeN3BOfHZ_BGLvQ,gonzopacman,awpsicle,i killed some stuff,12933,14,4,0,24
Nw0-zbwu25U,2005-12-08T14:28:25Z,UCX6I3q--qfttNtJ-ijJaF_g,Completelyownedcs,Cs movie,Owned,11558,12,5,0,24
WKccQcchw9A,2005-12-10T20:05:15Z,UConGoIGJRlBI7mbkw88MOWg,Lang Din,HeadShooter easy,Head shots are easy like this,10828,39,25,0,24
Hqe6-y0x_9w,2005-12-30T06:21:17Z,UCVktLztzSv1_17tkRcMUeuA,xpillzboyx,Counter Strike Dork,Eric Being an Idiot again,10722,49,7,0,23
LyxeFzu2Tn4,2005-12-26T19:51:00Z,UCJNSgJeB1AHG-5-EOUCaRkQ,scatzofrast,S Ops Crazy e2ek1el,"here is another part of the video i was making.  like mine, this is one of my clan members, i was lucky to have enought footage to make the video.
this one uses the intro of Rocket Fuel, by MU330, and the whole song of State Of The Union, by Rise Against",9757,14,6,0,24
gfcnrryZjJc,2005-12-12T15:21:55Z,UCC1k6QXEM3JU3Kp79vlyYZg,exofive,Counter Strike Pwnage,"Me raping newbies and jammin out to audioslave, system of a down, and a lil My chemical romance.  Enjoy. first vid i ever made. coments plz",9074,21,24,0,24
36km1cp1YF0,2005-12-07T22:41:44Z,UCn52iOSeSzhJjguWdVcLsaQ,Steve M (Rek),ToothpicK C-S 1.6,a clip of toothpick playing cs :P,8566,24,25,0,24
fIIPpeUqzuc,2005-12-12T15:48:17Z,UCC1k6QXEM3JU3Kp79vlyYZg,exofive,counter strike comedy,knife kill gone wrong. real world clips as well as accualy gameplay.  Avenged sevenfold bat country in backround. enjoy comments plz,8457,36,,0,24
D-ZoCLw4YW0,2005-12-14T15:01:01Z,UCn4m5AI4qweEymMQBYp6ADA,hoopey,Counter Strike,fighting,6543,14,4,0,24
AkxgaLPPb2w,2005-12-02T06:39:23Z,UC2BRerrO_EodYXE5hGH7svw,leamsy xin,Counter Strike 1.3,My Counter Strike Vide games,5926,11,10,0,24
aZepTfv2AXU,2005-12-12T20:26:37Z,UCFQlzOy36HS-ue0zqQlzT0g,Decapitated,Counter strike-Decapitated,Me with random killing in cs,4759,16,7,0,24
LTzfjeEyNJk,2005-12-25T21:30:19Z,UCs9LrDKPgNKMk4fYI-8cLjQ,f00liishx3,CS,me sucker.. that was long time ago,4242,9,3,0,24
fAV8hIhhwRM,2005-12-13T13:37:17Z,UCaGBlwbwQ5AgBzni4HV-F_Q,girlsdrivemecrazy,cs,us,4116,4,4,0,24
kcjgmIW7YT8,2005-12-08T00:41:20Z,UCRrd1WS1IYZM32G2pInDllw,Lou Dungca,Counterstrike,...c RYLE...nag laro kami sa peralta....8TP head shot!!!,3684,106,14,0,22
9xwUicppock,2005-12-19T06:29:04Z,UC28YD8JHR5i2e-bD67fnYMA,trixz,counter strike,crazy glock,3383,5,3,0,24
d0_adCP7mHg,2005-12-18T20:02:24Z,UCydu5m9YHKcPQvMAoYDG8jQ,SabbathKicksAss,Nated BXR,bxr on nated,3354,7,4,0,24
t-Lf_aM6mF0,2005-12-04T17:16:19Z,UCSadoLHV-ruPlVo1NA_-2oA,Wario,glitch experimentation,anything is possible,3015,13,4,0,24
LLgquoxpiig,2005-12-10T22:51:44Z,UCQeTQnDvfxqAxBlxTcP-p3w,inlovewithwinds,my first Time at kz-movie,"my first kreedz movie. kreedz is jumping in counterstrike 1.6, a special form in cs. look and enjoy it. music is from w-inds, from album ageha.",3000,8,10,0,24
MilkucCf5BA,2005-12-05T05:42:17Z,UCjmPD-_O2ov-yPbj4sSDATQ,TheRealestFlip,MANFREDS CS SOURCE DEMO!!,just a cs source demo i made like in a hour just some ghetto shit,2816,12,5,0,24
T65bH-HC940,2005-12-21T22:44:48Z,UCHM5PmwfyajbHt6qhSX1fJw,endo,CS monkey,Monkey in CS,2693,23,9,0,24
KRL5V1Du71U,2005-12-27T01:15:53Z,UCHBxGixyqF8K3ZvsIJsZkRw,neoa1212,awesomeethereal,There use to be 2 ethereals in cal main at the same time :D (<3 ethereal),2448,140,46,0,23
tpl_f6uCW0A,2005-12-31T10:07:18Z,UCZYJSW5TXnaBwrXi_1omMhg,Michael Murray,MuRRaY Clip 1,My first clip to be submitted to exposeMEDIA. Visit www.MProdMedia.com for more info.,1971,4,3,0,24
WPnkzG1Mrlg,2005-12-24T16:55:05Z,UCj1cIzTkLxsCPJgwfD8k59Q,XHitmanZ,BsE vs BZ,gaming vid,1822,7,1,0,24
LzqT1KDJ3Xk,2005-12-06T08:12:31Z,UCsMsuD1XGUiSAW3xm4u3PgA,n00ble,n00ble CSS: demo,My first demo ever...so dont be mean. More to come soon...they should be way better...look for stuff from 3Mc soon...thanks,1706,4,7,0,24
S0DeDywOweY,2005-12-13T14:39:16Z,UCSadoLHV-ruPlVo1NA_-2oA,Wario,Damnation-Top of level,Learn how to reach the top of the level using a cool method known as the tele bump!For more videos go to www.freewebs.com/wario9989,1543,6,3,0,24
-JKxKQv3j0w,2005-12-07T17:31:05Z,UCX6I3q--qfttNtJ-ijJaF_g,Completelyownedcs,Pinky cs movie,Comepletely owned,1341,1,1,0,24
2zTEfGJxfq4,2005-12-12T01:03:57Z,UC5X7TH2Gw4LI83iKbTc7Zng,SQUIRRELS,new Death Island ledge,I'll show you a new ledge on Death Island,1279,3,2,0,24
dYKJcgUw388,2005-12-13T01:35:21Z,UCSadoLHV-ruPlVo1NA_-2oA,Wario,Damnation-Bottom of Level,Learn how to hit the bottom of Damnation..alive!for more videos go to www.freewebs.com/wario9989,1275,6,2,0,24
PKGHLu9Y2io,2005-12-25T09:20:51Z,UCEq_cPB0yodWfRTzpDlHKww,EricLeric,I WIN AT EVERYTHING NIGGA,asdfjkasfhjkasdfhjkh,1229,46,16,0,23
V0rXPrwJhtM,2005-12-26T18:41:00Z,UCGI8dnSi5iCGKT95MXEug5w,ThompsoN TraN,2 years ago.,this was back when i was really into cs. 3rd complete cs video that i've made.,1157,5,2,0,24
9ifdmNtmWZ8,2005-12-08T23:06:12Z,UC4GeWcD-TaEfOcJL9YXHBxw,Humpingyourcorpse,Owned,First video,1122,0,0,0,24
EvW6oYc1uR0,2005-12-16T02:26:10Z,UC5X7TH2Gw4LI83iKbTc7Zng,SQUIRRELS,New way to get on top of Infinity,Title says it all,1069,2,4,0,24
T-Ysr6FzeR4,2005-12-31T22:07:25Z,UC66siO7_fwo0F8EvVrDkyTw,asiandreams,Asiandreams,Damnz m good at this shit,1052,3,2,0,24
RwUqCCbM4R8,2005-12-26T22:12:55Z,UCsiZozSnbOow-kYM_KMXo9w,Miguel Suprem,CS:S Trailer of movie frag EliTe sPa,Introducción de lo que será el video frag del clan EliTe sPa,1050,9,4,0,24
qx7UBg8U77k,2005-12-19T01:38:08Z,UC5X7TH2Gw4LI83iKbTc7Zng,SQUIRRELS,Get into Cieling at Blood Gulch,Do I even have to say it?,1045,7,6,0,24
_KAHXB5-yXU,2005-12-28T23:05:24Z,UCmYMoUF9jDFR5cpD8mCarAA,WFCSharp,WFC Hure,This is a video I made really fast of Hure doing pretty good.,931,4,4,0,24
tWSxw9tyoKE,2005-12-13T23:00:41Z,UCSadoLHV-ruPlVo1NA_-2oA,Wario,Danger Canyon-Base Hopping,Learn how to reach the enemys base in a matter of seconds!for more videos go to www.freewebs.com/wario9989,872,6,2,0,24
KXivda3AZ7E,2005-12-26T19:07:02Z,UCNckwh_BbLerS_lewn5vUFw,ace101,focus gaming,Ace owning a few noobs on css,858,13,17,0,24
-Qda9hMcuIg,2006-01-21T22:39:15Z,UCMHUYheesw71TyzHbuq8yyQ,blackrider1991,Lama in action,Lama owns on CS,1999,3,0,0,24
TmkQtXM2d1o,2006-01-17T22:30:25Z,UCOdkyfSCvrGzO6lwiuFnKHw,iafhq,CZ Intro,What I got so far,1922,5,4,0,1
BcNmIGjm5KI,2006-01-29T19:12:30Z,UCC87ji9fEPR0GEw8dlkIlGg,Hieu N,rjD,CS Vid,1918,5,2,0,24
4hbIHzA4Erw,2006-01-19T05:12:00Z,UCWg9kGFCWKVfs5rP-APhyVA,kennuh,black guy cs,buy,1803,10,1,0,23
pid6b4eHrGI,2006-01-09T05:41:17Z,UChpFxCnRYOX611_akSErLJA,chantry,owned?,thesse guys get owend,1782,1,2,0,24
N_qnA7Ys8dE,2006-01-31T15:14:08Z,UC8CAwQFZfC9actyk447cWcw,iaRMike,netfragz,movie,1744,2,5,0,24
gfuqEBcnI9s,2006-01-26T07:04:27Z,UCT99FpqAKeQ_JLKa5w4Mvig,David A (Ducksturr),CounterStrike Gone Wild,"Counterstrike has gone bay, going hyphy!",1708,9,2,0,24
DAjC0jFU0rs,2006-01-16T01:32:32Z,UC5lBmhIa0Aam6RqMSpb2hTg,vanier,Counter-Strike,"Counter-strike , Team AKS",1691,4,0,0,24
UJvU-0hdtOs,2006-01-02T10:26:21Z,UCotmWN3sL6MBacmclRTmVQA,Julien Hornby,Time for the LOC DOWN,Jobano vs humans,1592,2,2,0,24
qk66Ozspn5o,2006-01-17T03:59:56Z,UCWLajiexDkO_0WiRrOwQm2w,Caloren,-=SaS=- Intro in progress,this is A Preview Of out Intro Site,1534,1,1,0,24
EZC8ymfj47k,2006-01-18T23:51:57Z,UC5ZVBuBiwIlEWAxt8DTOmKg,grooo,Counter Strike (Cocobongo artworks),"Video-projections inspired in famous video-game ''Counter-Strike'', for a Sabadell Party 2004.

Cocobongo Artworks 
Motion-graphics & Interactive Media
www.ccbng.com
vodcast: feed://www.ccbng.com/05/dades/motion_rss.php",1436,9,0,0,24
8iBlmzjJFMg,2006-01-24T04:56:08Z,UCO-XHCwlGFFEid3enh6I5Ng,Alex Davis,Modding Around,It's fun modding.. I just put randomly picked songs on it.,1397,3,3,0,24
7GLzRDIUCnw,2006-01-03T10:44:40Z,UCpS78dU7nKOgaTJRCBxcY9w,Zaazaa,w00p w00p w00p 4,"this is my counter strike vid, its rubbish i know, but i was bored",1360,5,4,0,24
_uU2CYuOlYg,2006-01-13T01:31:29Z,UC86Lfh09nnATuNr_Hm-nL6A,Nooble,you got served mast chief style,o ya,1173,3,0,0,24
sljc7787ico,2006-01-16T10:17:15Z,UCniWsdXkebPEIyqLYTBGVlQ,xxxdrevilxxx,2v2 finals,2v2 finals on h2tourneys.com,1166,1,0,0,24
CsFKtWkPnGk,2006-01-19T00:18:35Z,UC9-aOOQstGp_jaWeNXdQK8Q,everydaydonn,andrew is good,andrew chau is fucking good in cs,1147,17,4,0,24
etZfUQqeTAU,2006-01-15T17:15:50Z,UCn52iOSeSzhJjguWdVcLsaQ,Steve M (Rek),ToothpicK Movie1,"anther cs movie, made in sony vegas, i was just testing it out xD",1103,2,3,0,24
7BrRsty4Nsw,2006-01-22T16:54:20Z,UCciDsERqD2ZUZ11nTKnOJzQ,velli,Cs,Counter strike,1102,2,1,0,24
uuo4FFRliDg,2006-01-17T21:44:15Z,UCPEqOUiLuRVcmCstvcBmSpA,epsilon,XD Clan Video,My CS:S clan video i made. Enjoy.,1083,0,0,0,24
4_2_YzURFMQ,2006-01-29T02:56:39Z,UCdt_eksUyiuBg2zONcKfEKg,wee g,Chuck Norris Fall Out Boy Tj Awp Counter-Strike Joey Owned,dsd,1029,3,2,0,24
dRiwiL_N0R0,2006-01-19T21:03:33Z,UCl9Jj3X8pu1gUjL9d3IqrVg,glockage,lambo ownage,"20 sec : lambo 1 vs 5 , bomb defused . 
   ripped from romania best of 2004 .",1001,3,1,0,24
